Judul,Waktu,Link,Content,tag1,tag2,tag3,tag4,tag5,source
LPSK Siap Berikan Perlindungan Saksi dan Korban Demo di DPR,30 Agustus 2025,https://nasional.kompas.com/read/2025/08/30/14290091/lpsk-siap-berikan-perlindungan-saksi-dan-korban-demo-di-dpr," JAKARTA, KOMPAS.com - Lembaga Perlindungan Saksi dan Korban (LPSK) menyatakan siap melindungi setiap saksi dan korban yang berkaitan dengan demonstrasi di DPR-RI pada 25, 28, dan 29 Agustus 2025. Hal itu disampaikan Ketua LPSK Achmadi merespons peristiwa kematian seorang pengemudi ojek online, Affan Kurniawan, dalam peristiwa demonstrasi tersebut. ""LPSK memberikan perhatian serius dan siap memberikan perlindungan bagi saksi dan korban tindak pidana terkait aksi demonstrasi tersebut, termasuk adanya ancaman atau intimidasi, sehingga hak-hak saksi dan korban tetap terjamin sesuai hukum yang berlaku,"" kata Achmadi dalam keterangan pers, Sabtu (30/8/2025). Achmadi mengatakan, saksi atau korban memiliki hak perlindungan dan pemulihan sesuai dengan peraturan perundang-undangan. Sebab itu, kata dia, LPSK siap hadir dan memastikan korban memperoleh perlindungan serta layanan medis, psikologis, dan hak restitusi seperti yang diatur dalam Undang-Undang Nomor 31 Tahun 2014. ""LPSK akan berkoordinasi dengan pihak terkait untuk kepentingan perlindungan dan atau bantuan untuk pemulihan saksi dan korban,"" ucap Achmadi. ""LPSK berharap seluruh pihak dapat menjaga situasi agar tetap aman dan damai, serta berharap tidak ada lagi korban dari masyarakat maupun aparat penegak hukum dalam aksi demonstrasi,"" katanya lagi. Untuk diketahui, aksi unjuk rasa tersebut merupakan kekecewaan masyarakat atas kenaikan pendapatan anggota DPR-RI di saat perekonomian sedang lesu. Salah satu tragedi yang menyebabkan peristiwa demonstrasi masih terus terjadi adalah kematian seorang ojek online yang terlindas kendaraan taktis Brimob. Dalam sebuah video amatir yang beredar di media sosial, mobil rantis bertuliskan Brimob tampak melaju cepat saat warga tengah berhamburan. Mobil lapis baja itu lantas melindas seorang pengendara ojek online yang tengah berusaha lari dari kerumunan. Peristiwa itu membuat massa yang semula bubar kembali mengerubungi mobil rantis. Belakangan, pengendara ojek tersebut dikabarkan meninggal dunia. Kapolri Jenderal Listyo Sigit Prabowo meminta maaf atas peristiwa tersebut dan menyesali kejadian itu. Dia pun memerintahkan Divisi Profesi dan Pengamanan Polri untuk melakukan penanganan lebih lanjut. Sejauh ini, sudah ada tujuh anggota Brimob yang telah menjalani pemeriksaan etik dan ditempatkan khusus.",LPSK,perlindungan saksi,demonstrasi DPR-RI,kematian ojek online,nan,kompas
Perjuangan Diane Keaton Menghadapi Kanker Kulit dan Bulimia,12 Oktober 2025 | 22.40 WIB,https://www.tempo.co/gaya-hidup/perjuangan-diane-keaton-menghadapi-kanker-kulit-dan-bulimia-2078899,"Baca berita dengan sedikit iklan,  klik di sini  AKTRIS Diane Keaton meninggal dalam usia 79 tahun pada Sabtu, 11 Oktober 2025, di California Amerika Seikat. Belum ada pernyataan resmi terkait penyebab kematiannya. Pemeran Annie Hall itu dilaporkan dalam keadaan tidak sadarkan diri, di Brentwood, California, saat petugas pertolongan pertama tiba setelah panggilan darurat.  Baca berita dengan sedikit iklan,  klik di sini  Peraih Oscar ini meninggalkan jejak karir sukses selama lebih dari lima dekade dalam industri perfilman. Dia juga dikenal terbuka mengenai masalah kesehatan pribadi yang ia hadapi. Dilansir dari The Sun, Keaton beberapa kali berjuang melawan serangan kanker kulit. Pada usia 21 tahun, ia didiagnosis mengidap karsinoma sel basal, jenis kanker kulit yang paling umum. Meskipun berhasil diobati, Keaton menghadapi kekambuhan di kemudian hari.  Scroll ke bawah untuk melanjutkan membaca   Baca berita dengan sedikit iklan,  klik di sini  Pada tahun 2011, ia kembali didiagnosis dengan jenis kanker kulit lain, yaitu karsinoma sel skuamosa pada pipinya. Akibat kanker itu dia memerlukan beberapa kali operasi pengangkatan. Dalam wawancara pada tahun 2015, Keaton menyatakan bahwa riwayat kanker kulit yang panjang dalam keluarganya membuatnya selalu waspada terhadap gejala penyakit tersebut. Sebab itu, dia menekankan pentingnya penggunaan tabir surya. Bahkan dia diketahui selalu mengenakan topi bertepi lebar, yang merupakan bagian dari upayanya menjaga diri dari paparan sinar matahari. Selain kanker kulit, pemeran The Godfather ini juga secara terbuka membahas perjuangannya melawan bulimia nervosa. Gangguan makan serius, yang ia sebut sebagai titik terendah dalam hidupnya. Keaton mengalami gangguan makan ini dimulai pada tahun 1968. Penyebabnya adalah tekanan untuk menurunkan berat badan agar bisa mendapatkan peran utama dalam sebuah produksi Broadway. dia mengakui bahwa kondisi tersebut adalah penyakit mental yang membuatnya merasa terasing dan menjalaninya dengan cara hidup yang penuh kebohongan. “Bulimia menyita banyak waktu Anda,” kata Keaton. Keaton berhasil mengatasi bulimia melalui psikoterapi. Ia menekankan pentingnya membicarakan masalah dan perasaannya, untuk bisa mengakui dan mengendalikan kondisi tersebut, bukan menjadikannya rahasia yang semakin memperburuk keadaan. Pilihan editor: Diane Keaton Pakai Topi yang Menutupi Seluruh Tubuh saat Mengunjungi Museum di Jerman",diane-keaton,kanker-kulit,bulimia,bulimia-nervosa,nan,tempo
Kondisi Terkini Kandidat Capres Kolombia Usai Ditembak 2 Kali di Kepala,"Rabu, 11 Jun 2025 22:46 WIB",https://news.detik.com/internasional/d-7959989/kondisi-terkini-kandidat-capres-kolombia-usai-ditembak-2-kali-di-kepala,"Kandidat calon presiden Kolombia Miguel Uribe ditembak dua kali di kepala saat berkampanye di Bogota pada akhir pekan lalu. Kini, usai menjalani operasi, Uribe menunjukkan tanda-tanda perbaikan Dilansir AFP, Rabu (11/6/2025), pihak dokter menyampaikan Uribe sudah menunjukkan tanda-tanda perbaikan neurologis. Meski begitu, yang bersangkutan masih dalam kondisi kritis. Kabar ini merupakan laporan pertama tentang perbaikan kondisinya sejak serangan 7 Juni yang lalu. Penembakan tersebut menimbulkan kekhawatiran kembalinya masa kelam Kolombia di mana adanya pertumpahan darah akibat kekerasan politik dan kartel.  ""Ada tanda-tanda perbaikan neurologis,"" kata Klinik Santa Fe dalam sebuah pernyataan, menambahkan bahwa ada juga bukti stabilisasi aliran darah. Pada hari Selasa (10/5) waktu setempat , istri Uribe, Maria Claudia Tarazona, mengatakan suaminya masih ""berjuang untuk hidupnya."" Seperti diketahui, Uribe, seorang senator konservatif berusia 39 tahun, ditembak dua kali di kepala dan sekali di kaki oleh seorang tersangka pembunuh bayaran berusia 15 tahun saat berpidato di sebuah taman pada hari Sabtu yang lalu. Pada hari Selasa, penyerangnya yang berusia 15 tahun mengaku ""tidak bersalah"" atas percobaan pembunuhan tersebut. Ia ditahan di pusat penahanan untuk anak di bawah umur. Pemerintah yakin ia adalah seorang pembunuh bayaran tetapi belum diketahui siapa yang memerintahkan pembunuhan tersebut. Sebagai informasi, Uribe, anggota partai Pusat Demokratik mantan presiden sayap kanan Alvaro Uribe (tidak ada hubungan keluarga), mengumumkan niatnya untuk mencalonkan diri dalam pemilihan presiden Mei 2026 Oktober lalu. Sebagai kritikus keras Presiden sayap kiri Gustavo Petro, ia adalah salah satu dari beberapa pesaing untuk nominasi partainya. Uribe adalah putra Diana Turbay, seorang jurnalis terkenal yang terbunuh setelah diculik oleh Kartel Medellin milik Pablo Escobar, dan cucu Julio Cesar Turbay, yang memimpin Kolombia dari tahun 1978 hingga 1982.  Simak juga Video 'Kandidat Capres Kolombia Ditembak Pakai Senpi yang Dibeli di AS': [Gambas:Video 20detik]  ",miguel uribe,miguel uribe ditembak,kolombia,penembakan,nan,detik
Tidak Ada Nakes yang Terlibat di Sindikat Perdagangan Bayi di Depok-Bali,18 September 2024,https://megapolitan.kompas.com/read/2024/09/18/20525821/tidak-ada-nakes-yang-terlibat-di-sindikat-perdagangan-bayi-di-depok-bali," DEPOK, KOMPAS.com - Ketua KPAI Ai Maryati Solihah mengatakan, tidak ada tenaga kesehatan (nakes) yang terlibat dalam sindikat perdagangan bayi di Depok-Bali. ""Saya sudah dapat info dari Polda Bali bahwa sedang dikembangkan (penyidikan), lalu yang disebut dengan perawat itu bukan perawat nakes, tapi orang yang bekerja di yayasan itu,"" ucap Ai kepada Kompas.com, Rabu (18/9/2024). Ai menyampaikan, perawat yang dimaksud adalah orang yang merawat dan menjaga kebersihan yayasan, yang akhirnya juga ditugaskan merawat bayi. ""Jadi (perawat) bagian yang merawat bayi, bagian merawat, istilahnya ya pekerja rumah tangga di sana, gitu sih,"" kata dia. Hal itu sekaligus merespons dugaan adanya nakes yang membantu proses persalinan calon bayi yang hendak dijual. Pasalnya, belum ada bukti langsung yang mengarahkan bahwa oknum itu memang nakes. Apalagi, mereka tidak memerlukan sertifikat khusus nakes karena statusnya asisten rumah tangga (ART). ""Enggak, enggak ada (sertifikasi khusus). Dia hanya sebagai yang bekerja di rumah tapi karena ada bayi-bayi kan, maka dia pun merawat bayi lalu disebut perawat tapi bukan nakes,"" ujar Ai. Meski demikian, KPAI akan mendalami kasus ini lebih jauh dan berencana ke Bali pada 25 September 2024. Sebelumnya, Kepolisian Resor (Polres) Metro Depok menangkap delapan tersangka kasus sindikat jual-beli bayi. Delapan pelaku itu ialah RS (24), AN (22), DA (27), MD (32), S (24), D (23), RK (30), dan IM (41). ""Didapati pada saat itu ada dua bayi yang akan dijual, satu laki-laki dan satu perempuan. Dan rencananya akan dibawa ke Bali,"" ungkap Arya, Senin (2/9/2024). Masing-masing tersangka memegang peranannya tersendiri, dari orangtua yang menjual bayi hingga pihak yang membawa bayi ke Bali untuk dijual. Modus berawal dari pemasangan iklan di Facebook yang menawarkan uang senilai Rp 10-15 juta bagi ibu atau wanita yang ingin menjual bayinya. Para tersangka terancam dikenakan Pasal 2 Undang-Undang Nomor 21 Tahun 2007 Tentang Pemberantasan Tindak Pidana Perdagangan Orang, dengan ancaman hukuman maksimal 15 tahun penjara dan denda Rp 600 juta.",Sindikat perdagangan bayi,Perdagangan bayi depok,nan,nan,nan,kompas
Tiga Warga Dapat Penanganan Medis Akibat Kebakaran di Mangga Besar,25 Januari 2025,https://megapolitan.kompas.com/read/2025/01/25/21561261/tiga-warga-dapat-penanganan-medis-akibat-kebakaran-di-mangga-besar," JAKARTA, KOMPAS.com - Kebakaran yang melanda kawasan permukiman padat di Jalan Mangga Besar XIII, Kelurahan Mangga Dua Selatan, Kecamatan Sawah Besar, Jakarta Pusat, menyebabkan tiga warga harus mendapatkan penanganan medis. Ketiga warga itu adalah Muhamad Zani (21tahun ) yang mengalami luka sobek di jari jempol dan kelingking, Nurlela Salman (61) yang mengalami kondisi lemas akibat kepanikan, serta  Marsel, anggota Relawan Kebakaran yang sesak napas karena terpapar asap. “Ketiga korban langsung mendapatkan penanganan medis oleh tim kesehatan. Kami pastikan kondisi mereka dalam penanganan yang baik,” ujar Kepala Dinas Penanggulangan Kebakardan dan Penyelamatan Jakarta Satriadi Gunawan kepada Kompas.com, Sabtu (25/1/2025). Kebakaran ini terjadi pada Sabtu sore pukul 17.49 WIB dan dapat dijinakkan pada pukul 20.30 WIB. Total ada 17 unit mobil dan 51 orang personel pemadam kebakaran yang dikerahkan untuk menangani peristiwa tersebut. Satriadi mengatakan, kebakaran tersebut diduga diakibatkan oleh arus pendek atau korsleting listrik di salah satu rumah warga. Kemudian, api merambat ke 15 rumah warga sehingga berdampak pada 18 keluarga dan 46 orang. ""Warga melihat api tersebut sangat cepat membesar karena mengenai bahan-bahan yang mudah terbakar,"" kata Satriadi. Sebelumnya, Kasudin Gulkarmat Jakarta Pusat, Asril Rizal, mengatakan, kebakaran pertama kali dilaporkan oleh warga pada pukul 17.49 WIB. ""Kami menerima laporan dari masyarakat, tepatnya Ibu Lin, yang menghubungi posko kami dan langsung menuju lokasi,"" ujar Asril Rizal saat dikonfirmasi, Sabtu. Mereka tiba di lokasi pada pukul 17.52 WIB dan langsung melakukan operasi pemadaman satu menit kemudian. Selama proses pemadaman, petugas mengalami kendala, yakni jalan sempit dan macet. ""Hambatannya jalan sempit dan lalu lintasnya macet,"" kata dia.",korban kebakaran,pemadam kebakaran,Kebakaran Jakarta Pusat,kebakaran di mangga besar,kebakaran rumah di mangga besar,kompas
Polisi Akan Olah TKP Kebakaran Glodok Plaza Setelah Pembersihan,21 Februari 2025,https://megapolitan.kompas.com/read/2025/02/21/18081981/polisi-akan-olah-tkp-kebakaran-glodok-plaza-setelah-pembersihan," JAKARTA, KOMPAS.com - Polres Metro Jakarta Barat akan melakukan olah tempat kejadian perkara (TKP) di Glodok Plaza, Jakarta Barat setelah proses pembersihan selesai. Kasatreskrim Polres Metro Jakarta Barat, AKBP Arfan Sipayung, mengungkapkan bahwa olah TKP akan dilaksanakan setelah material-material di lokasi dibersihkan. ""Untuk olah TKP sendiri tunggu pembersihan material-material yang di dalam tersebut, nanti kita akan laksanakan olah TKP yang dari hasil pemeriksaan saksi-saksi tersebut,"" ujar Arfan di Glodok Plaza, Jumat (21/2/2025). Arfan menjelaskan bahwa pembersihan sudah dimulai di lantai tujuh hingga sembilan. Setelah area tersebut rapi, olah TKP akan segera dilakukan. ""Untuk waktunya tunggu pembersihan dulu. Kalau misalnya sudah clear, untuk bersih-bersih yang ada di dalam Lantai 7, 8 dan 9, nanti kami akan laksanakan olah TKP,"" tuturnya. Hingga saat ini, Polres Metro Jakarta Barat telah memeriksa sebanyak 42 saksi terkait kebakaran di Glodok Plaza. ""Kami sudah memeriksa sejumlah 42 orang saksi, 42 orang saksi itu dari Manajemen Glodok, Manajemen Tiara, dari korban selamat, dari saksi, dari ahli yang terkait untuk pendapat yang kami dengarkan keterangan,"" ungkap Arfan. Sebelumnya, polisi mengungkap penyebab kebakaran Glodok Plaza, Tamansari, Jakarta Barat, karena hubungan pendek arus listrik atau korsleting videotron. ""Hasil laporan yang sudah keluar dari Laboratorium (labfor), ini ada hubungan arus pendek di belakang videotron,"" ujar Arfan di Glodok, Jumat. Arfan menjelaskan bahwa percikan api yang muncul langsung menyambar panel besar yang terletak di lantai sembilan. ""Jadi ada kabelnya di belakang videotron tersebut ada kabel di situ, hubungan arus pendek yang mengakibatkan percikan api. Lalu, kurang lebih ada berapa meter ada panel besar,"" katanya. Tim gabungan menghentikan pencarian korban kebakaran Glodok Plaza, Tamansari, Jakarta Barat. Penghentian dilakukan usai tim gabungan melakukan penyisiran kembali ke Glodok Plaza pada Jumat pagi. Tim gabungan yang melakukan pencarian terdiri dari Bidang Kedokteran dan Kesehatan (Bidokkes) Polda Metro Jaya (PMJ), tim Disaster Victim Identification (DVI), Biro Kedokteran Kepolisian (Rodokpol) Pusdokkes, Reskrim Jakarta Barat, BPBD dan Damkar. ""Jadi seperti yang saya sampaikan Ini kan pencarian ini sudah close ya, kita anggap close. Kita sepakat di-close ya, kemudian tim ini menganggap close,"" ucap Karo Dokpol Pusdokkes Polri Brigjen Nyoman Eddy Purnama di Glodok Plaza, Jumat.",olah tkp,polres metro jakarta barat,kebakaran glodok plaza,Glodok plaza,kebakaran,kompas
Polda Riau Tangkap 2 Kurir Jaringan Internasional Penyelundup 44 Kg Sabu,"Senin, 25 Agu 2025 23:17 WIB",https://news.detik.com/melindungi-tuah-marwah/d-8079151/polda-riau-tangkap-2-kurir-jaringan-internasional-penyelundup-44-kg-sabu,"Polda Riau kembali membongkar peredaran narkoba jaringan internasional. Dua orang kurir ditangkap dan barang bukti 44 kilogram sabu disita polisi dalam operasi tersebut. Direktur Reserse Narkoba Polda Riau Kombes Putu Yudha Prawira mengatakan pengungkapan tersebut merupakan hasil pemetaan dan pemantauan selama sepekan oleh tim yang dipimpin Kasubdit I Kompol Yogie Pramagita bersama Kanit Opsnal AKP Noki Loviko dan tim. ""Pengungkapan ini bermula dari informasi lapangan yang ditindaklanjuti dengan pemetaan target menggunakan teknologi kepolisian. Tim kemudian mengidentifikasi kendaraan pelaku, sebuah Honda Jazz biru metalik bernopol BM 1718 VS, yang diduga membawa narkotika,"" ujar Kombes Putu, Senin (25/8/2025).  Dua tersangka berinisial WS (32) dan AH (29) ditangkap di Jalan Kelapa Sawit-Jalan Harapan Raya, Kecamatan Bukit Raya, Pekanbaru, Minggu (17/8).  Pada saat itu, mobil pelaku sempat melaju kencang mencoba melarikan diri. Namun, saat berhenti di persimpangan lampu merah, petugas langsung melakukan penyergapan dan berhasil mengamankan kedua tersangka. Dari penggeledahan, polisi menemukan dua tas hitam berisi 44 bungkus sabu dengan berat kotor sekitar 44 kilogram yang diletakkan di kursi belakang mobil. Barang bukti bersama kedua pelaku telah dibawa ke Mapolda Riau untuk pemeriksaan lebih lanjut. Dari keterangan tersangka kedua pelaku dijanjikan Rp 10 juta dan akan dibayarkan setelah barang haram tersebut sampai ke tujuan. ""Kedua tersangka berperan sebagai kurir. Saat ini kasus masih dikembangkan untuk mengungkap kemana barang ini akan dikirimkan dan jaringan besar di baliknya. Barang bukti juga sudah kita amankan dan sebagian akan dikirim ke Labfor untuk pemeriksaan,"" pungkasnya. ",polda riau,penyelundupan narkoba,jaringan internasional,melindungi tuah marwah,nan,detik
Badai Buntut Perang Iran-Israel,22 Juni 2025 | 08.30 WIB,https://www.tempo.co/kolom/dampak-ekonomi-perang-iran-israel-1774656,"Baca berita dengan sedikit iklan,  klik di sini   Ringkasan Berita  Perang Iran-Israel diperkirakan berlangsung lama yang akan mempengaruhi ekonomi banyak negara. Perang ini akan menaikkan harga minyak mentah dunia yang memicu inflasi di Indonesia. Pemerintah perlu segera mengantisipasi dampak buruknya. PERANG Iran-Israel, yang telah memasuki pekan kedua, menunjukkan potensi eskalasi konflik jangka panjang. Pemerintah Indonesia mesti segera mengantisipasi dampak buruk konflik ini terhadap perekonomian nasional.",inflasi,nilai-tukar-rupiah,prabowo-subianto,harga-minyak,perang-iran-israel,tempo
"Guna Mengamankan Barang Bukti, Klinik Milik Dokter Palsu di Cipadu Dipasang Garis Polisi",5 September 2024,https://megapolitan.kompas.com/read/2024/09/05/19401371/guna-mengamankan-barang-bukti-klinik-milik-dokter-palsu-di-cipadu," JAKARTA, KOMPAS.com - Klinik milik dokter palsu berinisial N (49), tersangka kekerasan seksual di Cipadu, Larangan, Kota Tangerang, telah dipasang garis polisi pada Selasa (3/9/2024). Tujuan pemasangan garis polisi di tempat praktik N adalah untuk mencegah orang masuk dan menghilangkan barang bukti yang ada di dalamnya. ""Adanya police line ini, demi mengamankan klinik yang digunakan untuk praktik N alias dokter H. Sehingga tak ada pihak luar yang masuk menghilangkan barang bukti atau sebagainya,” ujar Kasat Reskrim Polres Metro Tangerang Kota Kompol David Kanitero, Rabu (4/9/2024). Polisi menyita barang bukti berupa sertifikat izin milik N, Visum Et Repertum, dan perlengkapan alat medis dari klinik itu. Adapun pemasangan garis polisi di gerbang klinik itu juga dinilai dapat mempermudah kinerja penyidik selama tahapan penyidikan berlangsung. David mengatakan, status izin klinik tempat N bekerja itu juga dinyatakan sudah mati sejak 2022. “Untuk klinik sendiri dari tahun 2020, kemudian izinnya mati di tahun 2022,” kata David. N sendiri saat ini telah ditetapkan sebagai tersangka atas kasus kekerasan seksual setelah ditangkap anggota Polres Metro Tangerang Kota pada Selasa (3/9/2024). N alias H, pertama kali dilaporkan oleh keluarga korban, AA (19), Minggu (25/8/2024). Setelah menerima laporan itu, polisi langsung melakukan penyelidikan. Pada Senin (2/9/2024), kasus naik ke tahap penyidikan. Kemudian, pada Selasa, N ditetapkan sebagai tersangka dan langsung ditahan. ""Kami tetapkan saudara N alias Dokter H menjadi tersangka dan tersangka kami lakukan penahanan,"" kata David Kanitero saat dikonfirmasi Rabu (4/9/2024). N diketahui tidak memiliki izin praktik sebagai dokter. Tersangka hanya memiliki izin praktik sebagai perawat atau tenaga kesehatan. Klinik tempat N bekerja juga disebut tidak menjalankan penanganan sesuai prosedur, yakni pasien perempuan mestinya ditangani dokter perempuan dan pasien laki-laki diperiksa oleh dokter laki-laki. ""Tidak diperbolehkan untuk tenaga medis ataupun tenaga kesehatan melakukan pemeriksaan tanpa didampingi dengan sejenis dengan pasien,"" kata David. Atas tindakannya itu, N dikenakan Pasal 6 huruf c Undang-undang Nomor 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual dengan ancaman maksimal 12 tahun penjara.",pelecehan dokter,pelecehan dokter di tangerang,perawat lecehkan pasien di klinik tangerang,nan,nan,kompas
Prabowo Minta Legislator Gerindra Jaga Ucapan dan Larang Flexing,8 September 2025 | 23.37 WIB,https://www.tempo.co/politik/prabowo-minta-legislator-gerindra-jaga-ucapan-dan-larang-flexing-2067824,"Baca berita dengan sedikit iklan,  klik di sini  KETUA Umum Partai Gerindra Prabowo Subianto mengumpulkan anggota Dewan Perwakilan Rakyat (DPR) dari partainya di kediamannya di Jalan Kertanegara IV, Kebayoran Baru, Jakarta Selatan pada Senin malam, 8 September 2025. Dalam pertemuan yang berlangsung tertutup tersebut, Prabowo melarang para anggota Fraksi Gerindra di DPR untuk memamerkan harta kekayaan atau flexing.  Baca berita dengan sedikit iklan,  klik di sini  Menurut Sekretaris Jenderal Gerindra Sugiono yang juga hadir dalam pertemuan, Prabowo meminta anggota DPR dari Gerindra menjaga ucapan serta tingkah laku. ""Menjaga gaya hidup agar tidak berlebihan, tidak menyakiti masyarakat dan bisa menjadi representasi yang baik,"" kata Sugiono setelah keluar dari rumah Prabowo.  Scroll ke bawah untuk melanjutkan membaca   Baca berita dengan sedikit iklan,  klik di sini  Prabowo, kata Sugiono, meminta agar para kadernya tidak sombong atau pamer kekayaan. ""Istilahnya flexing, enggak ada gunanya,"" kata Menteri Luar Negeri di kabinet Presiden Prabowo itu. Selain itu, Sugiono menyebut Prabowo juga meminta agar para legislator Gerindra ikut menyukseskan program-program pemerintah. Apalagi, kata dia, saat ini usia pemerintahan Prabowo sudah hampir genap satu tahun. Sugiono mengatakan Prabowo juga minta kadernya untuk menindaklanjuti berbagai pesan yang disampaikan masyarakat. Dalam beberapa pekan terakhir, terjadi gelombang demonstrasi yang menyoroti kinerja pemerintah dan DPR. Namun, Sugiono tidak membeberkan arahan lainnya dari Prabowo. ""Seperti yang sudah kita ketahui bersama, tadi Ketua Umum kami menyampaikan beberapa arahan kepada anggota fraksi DPR RI sebagai tindak lanjut pesan-pesan yang disampaikan masyarakat,"" tuturnya. Sugiono sempat ditanya wartawan mengenai apakah pertemuan itu juga membahas Rancangan Undang-Undang Perampasan Aset. Sugiono menyebut rapat kali ini lebih banyak membahas internal partai. ""Tidak membahas substansi yang lebih dari apa yang saya sampaikan,"" ucap dia. Sementara itu, anggota DPR dari Fraksi Gerindra, Ahmad Dhani, menyebut Prabowo memberikan banyak arahan dalam pertemuan. Salah satunya agar para kader tidak flexing. ""Saya juga iya-iya saja, wong saya tidak pernah flexing,"" kata Dhani setelah keluar dari kediaman Prabowo. Pertemuan di rumah Prabowo dihadiri para legislator Gerindra di DPR. Mereka termasuk Ahmad Muzani, Rahayu Saraswati, Habiburokhman, Bob Hasan hingga Mulan Jameela dan Ahmad Dhani. Pilihan Editor: Sikap Fraksi di DPR atas Polemik Tunjangan Anggota Dewan",prabowo,gerindra,flexing,dpr,nan,tempo
